Germany, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        Exposure
1981     20       633899.74
1981     21       616834.17
1981     22       595587.31
1981     23       573535.03
1981     24       565086.38
1981     25       555967.74
1981     26       554101.56
1981     27       550972.79
1981     28       548112.64
1981     29       546102.49
1981     30       543245.60
1981     31       540236.98
1981     32       515194.72
1981     33       474927.23
1981     34       461795.78
1981     35       384318.36
1981     36       442731.33
1981     37       511169.33
1981     38       509546.67
1981     39       558041.50
1981     40       635028.67
1981     41       653009.83
1981     42       629324.67
1981     43       592426.17
1981     44       572994.50
1981     45       566172.50
1981     46       544884.00
1981     47       481519.50
1981     48       437314.83
1981     49       447926.83
1981     50       473243.50
1981     51       486875.33
1981     52       486232.67
1981     53       482425.00
1981     54       484449.33
1981     55       502948.33
1982     12       530203.20
1982     13       577217.12
1982     14       607058.30
1982     15       629018.08
1982     16       644089.46
1982     17       655231.76
1982     18       665336.01
1982     19       656819.34
1982     20       644424.73
1982     21       634795.62
1982     22       617376.36
1982     23       596190.44
1982     24       573845.13
1982     25       565350.74
1982     26       556150.98
1982     27       553895.76
1982     28       550622.28
1982     29       547720.93
1982     30       545725.48
1982     31       542645.09
1982     32       539534.18
1982     33       514537.35
1982     34       474287.15
1982     35       461066.98
1982     36       383744.22
1982     37       442288.67
1982     38       510653.50
1982     39       508968.17
1982     40       557621.17
1982     41       634518.67
1982     42       652215.17
1982     43       628631.83
1982     44       591619.00
1982     45       572147.33
1982     46       565041.67
1982     47       543825.00
1982     48       480504.33
1982     49       436143.17
1982     50       446700.83
1982     51       471792.17
1982     52       485097.33
1982     53       484362.83
1982     54       480271.00
1982     55       482135.83
1983     12       501321.83
1983     13       529649.22
1983     14       576766.00
1983     15       606776.07
1983     16       628218.64
1983     17       643606.86
1983     18       655597.58
1983     19       666146.88
1983     20       657606.16
1983     21       644105.64
1983     22       634336.31
1983     23       616723.33
1983     24       595490.55
1983     25       573186.65
1983     26       564554.61
1983     27       555139.93
1983     28       552820.68
